node1,node2
643,2489
643,222
2371,2489
2371,3027
2371,1126
2371,583
1512,999
1512,1671
1512,1608
1512,3116
1512,1235
1512,1267
1512,949
1512,1463
1512,1112
1512,1335
1512,1087
1235,1512
1235,3426
1235,2508
1671,1512
1671,344
1671,3732
949,1512
949,74
949,1608
1087,1512
1087,3042
1087,3176
999,3265
999,70
999,1512
999,1463
999,1240
999,347
1463,931
1463,999
1463,1512
1463,1361
1463,1053
1463,1399
1463,1405
1463,1406
1335,1024
1335,1478
1335,1607
1335,1512
1335,1223
1335,1032
1335,944
1335,1267
1335,885
1335,1270
1335,1337
1335,1339
1267,1512
1267,344
1267,1500
1267,1335
1608,1220
1608,1512
1608,431
1608,2225
1608,949
1608,987
2508,322
2508,2577
2508,1235
2508,632
2508,2137
2577,2180
2577,2342
2577,2508
2577,1020
2577,2367
2137,3450
2137,2508
2137,430
2137,431
632,683
632,2508
632,430
632,1582
632,401
632,1909
632,635
322,160
322,1027
322,2758
322,967
322,2886
322,1644
322,2508
322,15
251,2560
251,1505
251,482
251,865
251,932
251,6
251,1877
251,88
2560,1505
2560,865
2560,323
2560,3623
2560,649
2560,2555
2560,251
6,3193
6,490
6,251
932,1505
932,3155
932,251
932,865
1877,578
1877,2215
1877,3051
1877,717
1877,251
1877,414
482,578
482,251
482,13
482,551
88,225
88,682
88,587
88,44
88,208
88,371
88,116
88,760
88,762
88,251
1505,2560
1505,865
1505,251
1505,932
344,1
344,1671
344,2441
344,521
344,1275
344,2589
344,1312
344,1442
344,2339
344,675
344,1445
344,2215
344,2609
344,2229
344,2617
344,316
344,963
344,335
344,1622
344,1881
344,1627
344,348
344,1244
344,1260
344,1007
344,2032
344,2290
344,1267
344,2291
344,2426
344,2171
1622,1312
1622,1322
1622,1578
1622,1428
1622,344
1,344
1,3222
2617,228
2617,2091
2617,2865
2617,1428
2617,344
2617,1275
2609,344
2609,2080
2609,3103
2609,2079
335,585
335,426
335,3381
335,3031
335,344
335,378
1881,344
1881,2449
1881,2450
1881,2754
2339,344
2339,675
2339,2126
2229,344
2229,1428
2229,2663
963,344
963,3022
963,1519
316,344
1442,675
1442,1444
1442,1445
1442,1135
1442,344
1442,414
1445,344
1445,1442
1445,675
1445,414
2589,344
2589,2329
2589,2424
1627,344
1627,1177
1627,479
2032,344
2032,2171
1275,585
1275,426
1275,1234
1275,2290
1275,2291
1275,344
1275,2617
1275,378
2290,2213
2290,585
2290,2291
2290,344
2290,378
2290,1275
2291,585
2291,2290
2291,344
2291,378
2291,1275
1260,1312
1260,2090
1260,654
1260,1104
1260,1269
1260,344
1244,1061
1244,3574
1244,3223
1244,344
1244,314
1244,348
1244,1596
675,1442
675,2339
675,1445
675,2215
675,597
675,1429
675,344
1007,837
1007,2217
1007,344
1007,2426
1007,1919
569,1025
569,1986
569,255
569,1092
569,514
569,550
569,710
569,1000
569,456
569,1712
569,1457
569,1522
569,2099
569,1269
569,1430
569,1273
569,1181
569,767
1181,569
1181,25
1181,1431
767,569
767,255
550,3077
550,1422
550,438
550,2423
550,569
1273,1422
1273,686
1273,569
1273,826
1273,319
1092,3144
1092,569
1092,1484
1092,2849
1712,569
1712,1290
1712,453
1712,1025
255,421
255,70
255,569
255,3326
255,767
1522,569
1522,1484
1986,2338
1986,70
1986,1329
1986,569
1986,2462
1430,569
1430,1484
1430,1356
2099,456
2099,569
2099,2098
2099,453
514,569
514,506
514,453
710,569
710,438
710,847
1269,1312
1269,418
1269,453
1269,876
1269,1260
1269,569
1269,2618
1000,569
1000,1185
1000,931
1000,3063
1025,453
1025,1449
1025,1290
1025,3657
1025,1388
1025,876
1025,1006
1025,1712
1025,1238
1025,569
1484,1057
1484,931
1484,1220
1484,1092
1484,1482
1484,1197
1484,1521
1484,1522
1484,1237
1484,822
1484,1430
1484,1500
1484,1692
1521,1185
1521,1484
1521,1237
1521,70
1057,1484
1057,1359
1057,627
1057,631
1057,1307
1692,3705
1692,1484
1692,228
1692,70
1220,1608
1220,74
1220,1484
1220,1618
931,70
931,1000
931,1484
931,3536
931,1463
931,1053
822,1644
822,1484
1482,2825
1482,1484
1197,1290
1197,2634
1197,1484
1197,1053
1500,2180
1500,1267
1500,1484
1500,1238
1237,1484
1237,1422
1237,1521
1237,1457
1237,826
570,1922
570,1814
570,169
570,1067
570,1709
570,1200
570,59
570,576
570,212
570,1243
570,1245
570,1246
570,1381
570,872
570,2026
570,1258
570,874
570,1520
570,1524
212,576
212,169
212,570
2026,576
2026,570
2026,2552
2026,1922
1258,576
1258,570
1258,1520
1381,576
1381,570
1381,1524
1200,576
1200,570
1200,1520
1200,2760
1243,570
1243,1524
1243,1245
1246,1520
1246,570
1524,576
1524,1381
1524,1520
1524,1526
1524,570
1524,1243
1524,1245
1709,1520
1709,570
1709,59
1709,839
169,570
169,212
1922,576
1922,570
1922,3555
1922,2026
1814,576
1814,834
1814,1801
1814,1067
1814,570
872,1520
872,570
872,59
59,576
59,839
59,872
59,874
59,1709
59,1520
59,570
874,576
874,839
874,1520
874,570
874,59
1245,576
1245,1520
1245,1524
1245,570
1245,1243
1245,3644
1067,576
1067,834
1067,839
1067,1801
1067,1814
1067,570
2486,1970
2486,2586
1970,2486
576,1922
576,1801
576,1932
576,1814
576,293
576,1067
576,43
576,1710
576,1200
576,570
576,59
576,834
576,839
576,330
576,212
576,726
576,731
576,605
576,1245
576,863
576,354
576,355
576,1381
576,2026
576,1258
576,874
576,1524
576,1526
576,1014
576,2552
605,576
605,676
605,476
863,576
863,808
863,2499
293,576
293,387
1526,576
1526,1520
1526,1524
1526,839
354,576
354,3462
354,839
354,330
354,1520
354,1072
1710,576
1710,1450
1710,1656
726,576
726,1418
726,1068
1801,576
1801,3304
1801,1067
1801,1814
1801,1821
834,576
834,1067
834,1520
834,1814
834,1821
839,576
839,354
839,874
839,1067
839,1709
839,1072
839,1520
839,1526
839,59
1014,576
1014,1056
1014,1091
1014,676
2552,576
2552,3201
2552,2026
1932,576
1932,2024
1932,745
1932,18
1932,1912
355,576
355,1093
355,1094
355,745
355,2068
355,1562
2498,2147
2498,2500
2498,2499
2498,2567
2498,359
2498,2322
2147,2498
2147,2499
2147,2019
2567,2498
2567,3301
2567,359
2500,2498
2500,2499
2500,2376
2500,1068
2500,2322
2500,2422
2322,2498
2322,2499
2322,2500
2322,359
2499,2498
2499,2147
2499,2500
2499,359
2499,2376
2499,2505
2499,1418
2499,203
2499,1068
2499,3468
2499,1871
2499,1935
2499,2385
2499,2322
2499,2357
2499,2422
2499,1787
2499,863
2376,2499
2376,2500
2376,2422
2376,359
1787,2499
1787,2676
1787,3183
1787,359
1871,2499
1871,359
2357,1656
2357,2499
2357,3260
2422,2376
2422,2499
2422,2500
2422,359
1418,2499
1418,989
1418,726
359,2498
359,2499
359,2567
359,2376
359,2505
359,330
359,203
359,1320
359,808
359,1068
359,1871
359,2322
359,2422
359,1787
359,1342
1068,2499
1068,2500
1068,359
1068,726
1068,989
1068,3038
2570,480
2570,1928
2570,1806
2570,2834
2570,667
480,257
480,2570
480,667
480,2270
667,480
667,257
667,867
667,1928
667,2570
667,1356
667,2227
667,1974
667,2072
667,2270
1928,2114
1928,1923
1928,2570
1928,74
1928,2124
1928,667
1806,2570
1806,2279
799,2656
799,1706
799,1122
799,1699
1194,1122
1194,594
1194,1621
594,1194
594,593
594,1122
594,1621
1123,1188
1123,1354
1123,75
1123,1483
1123,1674
1123,1680
1123,3543
1123,1176
1123,539
1123,541
539,1665
539,1123
539,454
539,1453
539,183
539,1209
539,1210
539,541
541,1123
541,454
541,183
541,2937
541,539
1188,1354
1188,1123
1176,2272
1176,1123
1176,1285
1176,1354
1176,1592
1176,254
75,288
75,1123
75,2122
75,1354
75,2299
75,1854
75,1855
817,1125
817,3151
817,818
817,819
817,1367
817,1212
857,1483
857,2060
857,1125
2489,2371
2489,643
2489,2372
2489,1126
923,1416
923,1233
923,922
923,1126
819,1154
819,817
819,818
819,1212
819,1215
1552,3371
1552,3469
1552,2990
1552,3215
1552,1553
1552,1554
1552,3377
1552,1212
1215,1699
1215,580
1215,1707
1215,818
1215,819
1215,825
1215,824
1215,1209
1215,3001
1699,2656
1699,799
1699,3320
1699,1215
1209,539
1209,1215
1707,824
1707,825
1707,1215
824,1707
824,1621
824,1215
825,1707
825,1215
347,452
347,998
347,999
347,3239
347,713
347,84
713,161
713,347
998,3747
998,3465
998,84
998,1240
998,1241
998,347
452,513
452,347
452,117
84,1347
84,998
84,27
84,715
84,12
84,155
84,1803
84,1550
84,3663
84,950
84,1240
84,1241
84,347
1240,897
1240,1347
1240,772
1240,998
1240,999
1240,742
1240,841
1240,1147
1240,912
1240,1201
1240,84
1240,1141
1240,950
1240,1527
1240,1241
1240,987
1240,1086
912,1240
912,1241
912,1149
912,1150
1201,1240
1201,325
841,1240
841,2559
897,1240
897,157
987,1240
987,74
987,1608
1086,1545
1086,1641
1086,1582
1086,2993
1086,3059
1086,1076
1086,1078
1086,1527
1086,1240
742,1240
742,772
742,645
1141,1240
1141,1241
1141,3162
1141,1172
1241,1347
1241,772
1241,998
1241,912
1241,84
1241,1141
1241,950
1241,1240
1241,1147
1241,2559
950,1240
950,1241
950,84
1347,1240
1347,1241
1347,1147
1347,84
1147,161
1147,1347
1147,772
1147,1240
1147,1241
1322,1027
1322,323
1322,2539
1322,1622
1322,1020
1020,1322
1020,3277
1020,430
1020,1328
1020,1329
1020,2577
1020,1337
2539,1322
2539,1428
2539,2213
323,2560
323,2467
323,228
323,1322
323,140
426,2369
426,1187
426,836
426,1061
426,1576
426,937
426,2126
426,335
426,1486
426,303
426,1528
426,1275
426,29
426,318
426,2431
29,2922
29,426
29,429
29,382
29,319
2369,256
2369,426
2369,2607
1576,426
1576,1266
1576,2839
1576,1595
1576,375
836,426
836,1266
836,375
836,1595
836,3039
1187,1234
1187,426
2126,2339
2126,2213
2126,426
2126,2426
2126,2591
1486,1008
1486,1569
1486,426
1486,2880
937,1234
937,426
937,3660
937,2926
303,426
303,2091
303,3567
303,1174
303,478
1061,585
1061,426
1061,1578
1061,1010
1061,1651
1061,378
1061,1244
1061,3295
1528,151
1528,426
1528,1487
318,2310
318,426
318,1644
318,686
318,1173
318,991
318,2427
318,2333
318,445
2431,426
2431,1919
2431,2426
2431,2591
1328,1155
1328,1412
1328,1031
1328,1423
1328,783
1328,785
1328,1173
1328,927
1328,1568
1328,1584
1328,947
1328,1101
1328,1107
1328,1109
1328,1111
1328,1513
1328,1644
1328,2797
1328,1020
1423,1328
1423,2583
1584,2151
1584,1164
1584,1328
1584,2037
1584,1626
1101,1328
1101,843
1101,1111
1031,1328
1031,258
1513,1328
1513,785
1513,1812
1513,3064
1513,634
1513,862
927,1328
927,1019
1412,1328
1412,1111
1412,1431
1155,1601
1155,783
1155,1328
1155,785
1155,1812
1155,862
1155,1407
1109,1328
1109,1570
1109,3515
1109,2151
1111,258
1111,1570
1111,1412
1111,1101
1111,1328
1111,2292
1111,1339
1568,1328
1568,3316
1568,1053
1568,430
947,1328
947,3315
783,1328
783,1155
783,1812
783,1407
785,1155
785,1513
785,3213
785,1328
785,1812
785,862
1173,1328
1173,318
1173,2583
1107,1328
1107,1617
2338,1024
2338,1986
2338,1478
2338,2443
2338,2127
2338,2677
2338,2938
1024,2338
1024,1053
1024,74
1024,1335
1478,1336
1478,3537
1478,2338
1478,1335
2677,2017
2677,2338
2677,1582
2677,1909
2677,1339
2127,1329
2127,2338
2443,3179
2443,2338
2443,1339
2443,2343
1329,1986
1329,1071
1329,2127
1329,1049
1329,1020
427,2306
427,1283
427,1284
427,2437
427,391
427,1547
427,1037
427,2574
427,526
427,399
427,2448
427,146
427,1811
427,18
427,2453
427,406
427,916
427,658
427,665
427,1914
427,674
427,1318
427,1577
427,304
427,561
427,946
427,823
427,312
427,1975
427,698
427,954
427,696
427,1340
427,584
427,201
427,202
427,587
427,205
427,461
427,2255
427,1103
427,2383
427,2258
427,1488
427,2388
427,1999
427,477
427,350
427,1760
427,353
427,610
427,2658
427,1766
427,230
427,2024
427,250
427,2412
427,493
427,494
427,2295
427,1274
427,2683
427,2044
427,1405
427,1399
2044,427
2044,80
2044,2810
2044,2683
2044,1149
1766,1810
1766,427
1766,477
1766,3198
1914,2176
1914,3354
1914,427
2255,427
2255,2412
1811,3233
1811,2410
1811,427
1811,204
1811,3671
2383,427
2383,1820
493,427
2453,2875
2453,2666
2453,427
1760,3120
1760,3226
1760,427
1760,1879
2574,2107
2574,427
2574,2761
2388,427
2388,2575
1399,427
1399,1463
1405,427
1405,1463
587,88
587,427
587,214
587,2239
2258,427
2258,1887
823,1283
823,227
823,427
823,142
823,2903
1318,1283
1318,427
1318,142
1318,227
1547,1283
1547,427
1547,142
1547,227
2412,427
2412,1758
2412,2255
1037,1028
1037,1610
1037,427
1037,1042
1037,1470
2306,2049
2306,2594
2306,427
2306,3053
312,577
312,427
312,772
312,645
1283,1284
1283,1318
1283,230
1283,391
1283,1547
1283,427
1283,142
1283,823
1284,1283
1284,230
1284,427
1284,430
1284,3182
1284,1169
1284,3007
1284,1055
230,1283
230,1284
230,391
230,520
230,427
230,142
230,406
2658,1860
2658,2647
2658,427
2658,843
2658,691
2658,566
2658,1559
2658,477
399,1250
399,427
399,15
399,1251
698,360
698,474
698,427
698,1431
406,2307
406,230
406,427
406,3596
406,311
1975,2689
1975,2408
1975,427
1975,565
1975,2655
250,736
250,577
250,33
250,708
250,584
250,170
250,427
250,76
250,107
250,108
250,639
250,304
250,498
250,499
250,694
250,31
584,250
584,427
584,639
304,427
304,108
304,1461
304,1912
304,250
2448,427
2448,519
2448,2526
2448,2311
2683,668
2683,427
2683,2044
2683,687
954,450
954,969
954,427
954,1461
954,1591
2437,2433
2437,745
2437,427
2437,3020
2437,3638
916,2373
916,2374
916,427
916,1038
916,157
916,2686
1999,2003
1999,3344
1999,427
1999,2515
674,427
674,2989
946,1600
946,427
946,1179
1577,427
1577,1580
1577,658
1577,3187
1577,343
461,427
1340,1075
1340,427
1340,3372
1340,157
391,1283
391,230
391,427
391,142
391,438
430,1792
430,256
430,1284
430,651
430,524
430,1165
430,2197
430,1568
430,2593
430,1698
430,547
430,1569
430,2343
430,683
430,172
430,686
430,177
430,52
430,1207
430,2487
430,2557
430,208
430,1617
430,2137
430,89
430,223
430,1637
430,236
430,2033
430,1270
430,119
430,632
430,634
430,635
430,1020
430,381
2487,136
2487,430
2487,3409
2487,52
2487,1823
1617,1107
1617,236
1617,430
2593,2342
2593,634
2593,430
1637,3168
1637,1562
1637,157
1637,430
683,1860
683,686
683,430
683,632
683,635
2033,2622
2033,430
1165,430
1165,1327
2197,2342
2197,430
223,3545
223,686
223,430
524,520
524,1169
524,1454
524,430
381,2342
381,3498
381,686
381,430
381,3733
381,635
651,635
651,3292
651,430
2343,2443
2343,430
2343,208
2343,1618
2343,1337
547,74
547,430
208,1569
208,2343
208,430
208,1270
208,3094
208,88
208,635
686,225
686,1698
686,2557
686,683
686,44
686,2541
686,430
686,116
686,119
686,760
686,1273
686,634
686,635
686,381
686,318
686,223
172,635
172,245
172,430
177,2753
177,965
177,1959
177,430
177,911
177,2192
177,1489
177,885
177,635
1270,2342
1270,236
1270,430
1270,208
1270,627
1270,1335
119,228
119,686
119,430
52,228
52,430
52,2580
52,2487
52,478
236,430
236,1617
236,1270
236,1271
236,156
2342,2593
2342,2151
2342,497
2342,2577
2342,2197
2342,1270
2342,381
497,3278
497,478
497,2342
497,3722
2151,1584
2151,2037
2151,1109
2151,2342
944,1337
944,3518
944,1335
1607,848
1607,1223
1607,1053
1607,1335
1223,1607
1223,3337
1223,1422
1223,848
1223,1335
885,177
885,831
885,1335
1032,967
1032,847
1032,848
1032,591
1032,1335
1336,3208
1336,1027
1336,1478
1337,2343
1337,1020
1337,944
1337,1335
1337,2300
2300,1337
2300,2636
2300,479
1339,1570
1339,2443
1339,1678
1339,434
1339,2677
1339,1111
1339,1335
434,2473
434,1339
434,597
1570,1164
1570,1678
1570,1109
1570,1111
1570,634
1570,1339
438,96
438,227
438,550
438,710
438,296
438,616
438,391
438,3080
438,79
438,720
438,692
438,21
438,607
79,2878
79,3383
79,438
79,2207
96,649
96,2061
96,3157
96,438
96,478
21,294
21,1378
21,438
21,567
607,1306
607,821
607,438
607,1055
616,2046
616,268
616,613
616,438
692,296
692,378
692,438
692,1191
720,3272
720,438
2276,486
2276,1864
2276,2997
2276,3483
2276,30
1864,2122
1864,2276
1864,1854
1864,1855
2692,3033
2692,1370
2692,2172
2692,2038
1370,136
1370,2692
1370,1102
2038,985
2038,2692
2172,136
2172,2873
2172,2692
2172,159
71,929
71,1923
71,677
71,1641
71,2442
71,74
71,661
71,1559
929,1697
929,740
929,71
929,2442
929,1559
677,71
1559,1664
1559,1697
1559,2658
1559,929
1559,740
1559,1703
1559,71
1559,1683
1559,1791
1923,1928
1923,2114
1923,2227
1923,71
661,3105
661,1191
661,71
661,74
661,76
661,2871
1641,1086
1641,3565
1641,558
1641,71
74,1024
74,263
74,1928
74,906
74,1676
74,787
74,19
74,661
74,154
74,2335
74,547
74,680
74,949
74,310
74,193
74,1220
74,71
74,2124
74,1103
74,975
74,2513
74,2390
74,345
74,2266
74,987
74,604
74,2013
74,2654
74,1634
74,867
74,871
74,377
74,2284
74,622
74,881
74,2421
74,505
74,252
74,1017
74,511
906,74
906,1019
906,1860
1017,74
1017,157
1017,1574
871,74
871,1591
1634,2905
1634,74
1634,1252
604,3266
604,74
604,668
2513,2374
2513,74
2513,310
2513,1366
2513,2239
154,392
154,74
2654,74
2654,2421
2654,2783
2284,74
2284,2283
2284,1293
2284,2278
2335,74
2335,2378
505,74
505,134
2013,74
2013,2382
252,294
252,74
252,688
252,562
252,60
622,345
622,74
622,377
787,1287
787,1288
787,74
787,2765
787,1437
2390,36
2390,2823
2390,74
2390,76
2390,2227
2390,3034
263,74
263,668
263,2421
263,3319
2124,1928
2124,74
2124,2114
377,74
377,622
19,74
19,571
867,74
867,46
867,2901
867,1493
867,667
76,131
76,2532
76,869
76,518
76,1128
76,392
76,1548
76,1934
76,975
76,181
76,694
76,2390
76,661
76,345
76,250
76,2327
869,76
869,1374
1128,1288
1128,1393
1128,76
131,2800
131,76
694,250
694,76
1934,3746
1934,423
1934,76
1934,558
1934,1816
1934,2463
181,518
181,76
181,662
181,3191
181,157
181,766
2532,2417
2532,76
2532,766
2532,518
2327,1924
2327,2034
2327,76
2327,2015
1548,1291
1548,76
1548,1374
392,154
392,76
518,2532
518,76
518,181
518,662
518,3542
518,766
1151,1350
1350,3686
1350,1151
294,128
294,1672
294,21
294,277
294,665
294,153
294,1438
294,807
294,554
294,2476
294,173
294,564
294,565
294,566
294,186
294,699
294,191
294,2430
294,1353
294,588
294,465
294,466
294,83
294,85
294,477
294,483
294,103
294,252
294,502
294,633
294,636
294,638
1438,3165
1438,565
1438,294
1438,807
103,128
103,294
103,465
103,565
103,471
1672,3681
1672,899
1672,294
1672,807
1672,1352
1672,903
1672,3207
1672,696
1672,1564
807,1672
807,1438
807,3196
807,294
2476,2472
2476,294
477,2658
477,229
477,1766
477,294
477,2409
477,745
477,427
477,1645
477,333
477,463
477,565
477,566
564,738
564,294
564,463
564,1841
564,565
128,2928
128,565
128,294
128,103
2246,2475
2246,2356
2475,640
2475,2246
2475,591
2475,1363
2475,574
1259,2881
1259,2213
1259,2312
1259,521
1259,136
1259,3637
1259,1944
1259,1081
1259,1082
1259,92
1259,893
1944,2091
1944,1259
1944,3293
2213,1259
2213,2539
2213,2253
2213,2126
2213,2290
1081,3090
1081,521
1081,1082
1081,1259
1082,2312
1082,1081
1082,1259
1082,521
893,1290
893,1259
893,1174
2312,2587
2312,521
2312,1082
2312,1259
136,1539
136,1413
136,2580
136,159
136,2487
136,2231
136,1479
136,2635
136,1102
136,986
136,1370
136,92
136,479
136,2399
136,1259
136,2543
136,1776
136,244
136,2172
2618,453
2618,2509
2618,1269
876,1025
876,453
876,1006
876,1269
876,3318
591,640
591,672
591,1186
591,2690
591,453
591,549
591,2182
591,199
591,488
591,1032
591,2155
591,2475
591,2054
591,1358
591,848
591,1105
591,287
2690,2053
2690,591
2155,2467
2155,591
287,640
287,549
287,591
1186,492
1186,1309
1186,1268
1186,591
453,1025
453,514
453,9
453,2059
453,2455
453,1566
453,549
453,1449
453,2092
453,1712
453,2354
453,2098
453,2099
453,2618
453,706
453,1358
453,591
453,1124
453,2156
453,876
453,2034
453,1269
453,1661
549,640
549,672
549,453
549,456
549,488
549,591
549,507
549,574
549,287
1358,1661
1358,1567
1358,453
1358,591
2182,2146
2182,3432
2182,2633
2182,1897
2182,1003
2182,1835
2182,591
2182,1748
2182,2011
848,1607
848,1223
848,1032
848,967
848,1739
848,1388
848,847
848,591
848,1400
848,1468
199,640
199,591
488,109
488,2053
488,549
488,591
1105,1026
1105,2793
1105,591
1105,2356
1105,798
2637,2652
2652,2308
2652,3437
2652,2637
2652,3630
2652,240
70,1986
70,931
70,999
70,3497
70,1521
70,1692
70,255
2299,2818
2299,75
2299,1854
2299,1855
1854,2048
1854,1864
1854,2122
1854,75
1854,2482
1854,2645
1854,1976
1854,2299
1854,1855
1855,1864
1855,2075
1855,2122
1855,75
1855,2482
1855,2299
1855,1854
1976,3745
1976,1854
2048,1854
2645,2482
2645,3494
2645,1854
2482,2123
2482,2645
2482,1854
2482,1855
12,155
12,84
715,84
155,513
155,117
155,84
155,12
27,84
27,532
1803,1913
1803,99
1803,84
1550,2757
1550,1158
1550,1419
1550,684
1550,1199
1550,1425
1550,1555
1550,84
1550,1427
1550,1238
1550,1624
1550,157
1028,1610
1028,1037
1028,206
1028,1042
1028,3093
1028,1435
1435,1042
1435,1043
1435,1028
206,1891
206,1028
206,1488
206,1490
206,1042
206,536
1042,1028
1042,1037
1042,206
1042,1043
1042,1435
1610,1028
1610,1037
1320,3460
1320,3655
1320,808
1320,359
1320,1300
808,359
808,1320
808,1450
808,731
808,1342
808,863
1342,808
1342,1300
1342,2454
1342,359
476,1056
476,1091
476,605
1091,1288
1091,676
1091,476
1091,1014
1056,676
1056,476
1056,1014
1621,3043
1621,1448
1621,1194
1621,300
1621,752
1621,594
1621,824
300,593
300,1621
300,3055
1448,3130
1448,1621
2057,2465
2057,1510
2057,2215
2057,2695
2057,790
2695,2696
2695,2057
2695,2198
790,2057
790,1234
790,1510
1510,2057
1510,1234
1510,790
1510,3406
228,2465
228,259
228,900
228,323
228,52
228,119
228,2617
228,1692
1296,456
1296,109
1296,1198
2455,456
2455,3753
2455,2354
2455,453
2653,672
2653,456
2653,2028
2653,1363
2653,3738
1748,456
1748,2182
1366,2562
1366,2373
1366,2374
1366,2413
1366,2414
1366,2513
1366,3101
1366,1373
1366,2239
2413,2373
2413,2735
2413,1718
2413,1366
2413,668
2413,2239
2414,2373
2414,3529
2414,1718
2414,1366
2414,668
2414,2239
2239,2507
2239,587
2239,2413
2239,2414
2239,2513
2239,1366
2562,2595
2562,668
2562,1366
2562,3598
118,3723
118,465
118,3349
118,565
118,636
2027,2409
2027,465
2027,636
2027,565
2672,2409
2672,465
2672,636
2672,565
2368,465
2368,2642
2368,85
1378,1440
1378,1540
1378,970
1378,173
1378,559
1378,239
1378,882
1378,82
1378,21
1378,565
1378,2485
1378,2744
1378,575
1440,3336
1440,1378
1440,82
1440,565
82,1440
82,1378
82,548
82,39
82,295
82,239
82,305
82,1553
82,565
82,410
970,1378
970,974
970,1396
970,567
970,1533
471,1632
471,2
471,1859
471,103
471,295
471,621
471,1045
1045,1540
1045,471
1632,1687
1632,3160
1632,68
1632,471
295,1316
295,197
295,210
295,82
295,1012
295,565
295,1782
295,471
295,220
295,2078
1645,797
1645,204
1645,477
463,3
463,483
463,333
463,564
463,477
2409,2917
2409,2027
2409,1644
2409,1869
2409,174
2409,2543
2409,2672
2409,477
2409,638
333,565
333,477
333,566
333,463
933,875
933,483
933,2768
650,483
650,1006
650,656
650,1557
650,472
562,1183
562,1889
562,2018
562,60
562,370
562,440
562,1401
562,252
562,1117
562,2014
562,671
1401,2605
1401,1554
1401,562
1401,565
1401,951
2014,2018
2014,1828
2014,3566
2014,562
2014,3677
2018,562
2018,1828
2018,2014
440,562
440,414
440,367
1889,2648
1889,730
1889,562
1889,2586
1117,1603
1117,2089
1117,1225
1117,1261
1117,910
1117,562
1117,3346
1117,1588
1117,247
1117,1114
1117,2332
1183,1202
1183,1193
1183,562
1183,738
1782,134
1782,295
1782,565
1782,566
1782,2328
1585,738
1585,804
1585,565
425,85
425,565
1012,3296
1012,3393
1012,295
1012,882
1012,565
1376,738
1376,1546
1376,306
1376,565
1376,3351
1376,1727
1316,882
1316,565
1316,295
773,656
773,1643
773,565
773,1687
385,565
385,567
842,1540
842,565
1957,2536
1957,565
1213,1649
1213,738
1213,565
1213,3535
1741,738
1741,3270
1741,3626
1741,492
1741,1841
1741,565
1741,601
1546,1376
1546,565
1546,63
492,1186
492,490
492,1741
492,45
492,2323
492,2419
492,565
492,213
492,734
2118,2442
2118,565
1529,1314
1529,2907
1529,565
1529,882
410,2
410,298
410,305
410,82
410,565
1727,1376
1727,738
1727,565
2472,3656
2472,2476
2472,565
2472,2751
244,136
244,3635
244,565
244,750
2485,1378
2485,749
2485,173
2485,2480
2485,565
2485,566
2485,1816
2485,575
2628,738
2628,2629
2628,565
2629,2536
2629,738
2629,2628
2629,565
1373,1366
1373,565
1373,1718
733,566
1447,1515
1447,1581
1447,566
858,2303
858,2556
858,2035
858,566
858,281
858,1084
858,2781
858,991
1643,868
1643,773
1643,1189
1643,649
1643,1649
1643,2802
1643,566
274,204
274,478
274,566
321,2305
321,1954
321,2179
321,1192
321,566
567,385
567,1828
567,970
567,21
567,502
567,277
1828,2018
1828,2014
1828,567
1491,1605
1491,903
1491,1390
1491,851
1491,3197
1390,1491
851,1491
851,3597
1605,1491
903,1672
903,1491
903,3343
2583,2310
2583,102
2583,1423
2583,1173
2583,2135
2583,378
2583,2333
2333,2583
2333,102
2333,3025
2333,2135
2333,318
2585,1809
2585,2441
2585,1830
2585,1263
1809,3232
1809,2585
1809,3106
1809,2071
1830,2585
1830,2466
1263,2585
1263,1234
116,88
116,2428
116,686
225,88
225,2428
225,686
760,88
760,2428
760,686
44,88
44,2428
44,686
1626,1698
1626,1735
1626,1164
1626,1584
1626,1407
1407,1155
1407,783
1407,1812
1407,1626
1407,862
1735,1626
1735,1002
1735,983
1164,1584
1164,1626
1164,1570
1164,3554
2597,2256
2597,3089
2597,1698
2256,3729
2256,2597
690,2457
690,445
445,690
445,318
2457,690
2457,1980
868,1649
868,1643
868,3476
1649,868
1649,1643
1649,1228
1649,2958
1649,691
1649,148
1649,1557
1649,1687
1649,1213
1228,3046
1228,1649
1228,1687
1228,1688
1228,1693
148,460
148,656
148,1649
148,210
148,1687
1557,1649
1557,650
1557,691
1557,1687
924,672
924,1539
924,1480
924,1460
924,1309
924,3583
1480,924
1480,1532
1010,1569
1010,2817
1010,1061
1010,1578
1010,877
1010,1011
1010,1651
1010,1182
1578,1061
1578,877
1578,1010
1578,1651
1578,1622
1578,1182
1651,1010
1651,877
1651,1578
1651,1061
1174,902
1174,1033
1174,1102
1174,303
1174,1135
1174,1297
1174,1074
1174,893
1174,414
1033,3696
1033,3380
1033,1174
1074,109
1074,1174
1135,1442
1135,1444
1135,1174
1135,3298
1297,1174
1102,1413
1102,1479
1102,136
1102,1174
1102,985
1102,1370
902,964
902,965
902,966
902,2921
902,2733
902,910
902,981
902,1174
414,1442
414,1445
414,908
414,1877
414,1174
414,440
991,1368
991,858
991,1084
991,318
2427,1888
2427,2548
2427,2391
2427,2394
2427,507
2427,318
2427,2591
1195,3741
1195,1323
1195,1203
1195,1630
1323,1062
1323,1195
1323,1145
1323,1149
1323,1150
1630,1195
1630,1203
1630,1150
